UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power_Consumption_kWh,Machine_Load_Percent,Energy_Cost_INR,Carbon_Emission_kgCO2,Production_Output_Units,Estimated_Downtime_Hours,Estimated_Loss_INR
3953,L51132,L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,12.29,56.9,98.32,10.08,77,0.0,0
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,12.66,51.9,101.28,10.38,78,0.0,0
3955,M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,14.13,23.7,113.04,11.59,115,0.0,0
3956,L51135,L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,13.74,59.9,109.92,11.27,74,0.0,0
3957,M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,12.9,49.5,103.2,10.58,79,0.0,0
3958,L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,13.63,55.3,109.04,11.18,80,0.0,0
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,13.94,76.6,111.52,11.43,68,0.0,0
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,12.85,47.1,102.8,10.54,82,0.0,0
3961,L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,13.02,57.2,104.16,10.68,69,0.0,0
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,13.03,48.3,104.24,10.68,91,0.0,0
3963,L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,13.27,29.1,106.16,10.88,104,0.0,0
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,12.85,51.1,102.8,10.54,81,0.0,0
3965,M18824,M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,13.4,37.3,107.2,10.99,94,0.0,0
3966,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,12.59,48.1,100.72,10.32,80,0.0,0
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,12.83,48.3,102.64,10.52,82,0.0,0
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,13.46,48.0,107.68,11.04,77,0.0,0
3969,M18828,M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,12.33,61.6,98.64,10.11,72,0.0,0
3970,L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,12.73,54.4,101.84,10.44,79,0.0,0
3971,M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,12.56,58.2,100.48,10.3,65,0.0,0
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,13.33,37.9,106.64,10.93,90,0.0,0
3973,L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,12.24,44.2,97.92,10.04,80,0.0,0
3974,L51153,L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,13.42,52.6,107.36,11.0,82,0.0,0
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,12.63,48.6,101.04,10.36,79,0.0,0
3976,H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,13.73,55.8,109.84,11.26,82,0.0,0
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,12.58,60.5,100.64,10.32,68,0.0,0
3978,M18837,M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,12.49,52.3,99.92,10.24,80,0.0,0
3979,L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,12.72,61.4,101.76,10.43,69,0.0,0
3980,L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,12.59,46.9,100.72,10.32,74,0.0,0
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,12.74,66.2,101.92,10.45,68,0.0,0
3982,M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,14.15,33.1,113.2,11.6,117,0.0,0
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,13.83,77.3,110.64,11.34,77,0.0,0
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,12.85,53.6,102.8,10.54,69,0.0,0
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,13.21,41.0,105.68,10.83,92,0.0,0
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,13.29,53.5,106.32,10.9,69,0.0,0
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,12.14,38.5,97.12,9.95,86,0.0,0
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,12.81,51.2,102.48,10.5,74,0.0,0
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,13.37,59.6,106.96,10.96,84,0.0,0
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,12.77,36.0,102.16,10.47,88,0.0,0
3991,H33404,H,302.2,311.2,1692,28.2,122,0,0,0,0,0,0,12.93,25.1,103.44,10.6,96,0.0,0
3992,L51171,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,13.69,39.7,109.52,11.23,95,0.0,0
3993,L51172,L,302.3,311.3,1614,34.1,129,0,0,0,0,0,0,13.06,31.7,104.48,10.71,89,0.0,0
3994,L51173,L,302.3,311.3,1324,47.8,131,0,0,0,0,0,0,12.41,64.2,99.28,10.18,64,0.0,0
3995,L51174,L,302.3,311.4,1434,40.3,133,0,0,0,0,0,0,12.34,39.8,98.72,10.12,73,0.0,0
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0,12.77,38.3,102.16,10.47,90,0.0,0
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0,13.01,29.9,104.08,10.67,90,0.0,0
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,13.83,66.9,110.64,11.34,70,0.0,0
3999,L51178,L,302.1,311.0,1586,35.1,142,0,0,0,0,0,0,12.95,51.2,103.6,10.62,86,0.0,0
4000,L51179,L,302.0,311.0,1420,45.9,144,0,0,0,0,0,0,12.98,59.6,103.84,10.64,72,0.0,0
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,13.61,59.6,108.88,11.16,72,0.0,0
4002,H33415,H,302.1,311.2,1598,37.9,148,0,0,0,0,0,0,13.44,46.7,107.52,11.02,88,0.0,0
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0,15.11,76.2,120.88,12.39,75,5.1,204000
4004,L51183,L,302.1,311.2,1519,39.3,155,0,0,0,0,0,0,12.94,51.1,103.52,10.61,81,0.0,0
4005,L51184,L,302.0,311.1,1373,55.7,157,0,0,0,0,0,0,13.92,64.5,111.36,11.41,68,0.0,0
4006,M18865,M,302.0,311.1,1406,48.8,159,0,0,0,0,0,0,13.26,64.8,106.08,10.87,71,0.0,0
4007,L51186,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0,13.49,43.1,107.92,11.06,78,0.0,0
4008,L51187,L,302.1,311.2,1369,50.8,164,0,0,0,0,0,0,13.21,61.4,105.68,10.83,68,0.0,0
4009,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0,12.88,49.9,103.04,10.56,76,0.0,0
4010,L51189,L,302.2,311.2,1630,36.0,169,0,0,0,0,0,0,13.46,47.4,107.68,11.04,90,0.0,0
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0,13.46,46.5,107.68,11.04,88,0.0,0
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0,14.07,59.3,112.56,11.54,74,0.0,0
4013,M18872,M,302.2,311.2,1360,52.8,176,0,0,0,0,0,0,13.41,62.4,107.28,11.0,67,0.0,0
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0,14.04,42.5,112.32,11.51,99,0.0,0
4015,L51194,L,302.1,311.0,1740,30.8,182,0,0,0,0,0,0,13.7,36.7,109.6,11.23,100,0.0,0
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,12.86,48.8,102.88,10.55,77,0.0,0
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0,12.92,34.0,103.36,10.59,93,0.0,0
4018,L51197,L,302.0,310.8,1902,23.4,188,0,0,0,0,0,0,14.1,30.4,112.8,11.56,114,0.0,0
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,13.02,23.9,104.16,10.68,104,0.0,0
4020,M18879,M,302.0,310.9,1558,45.3,193,0,0,0,0,0,0,14.11,56.6,112.88,11.57,84,0.0,0
4021,L51200,L,302.1,311.0,1351,49.5,196,0,0,0,0,0,0,12.88,73.6,103.04,10.56,66,0.0,0
4022,H33435,H,302.1,310.9,1452,42.5,198,0,0,0,0,0,0,12.8,46.0,102.4,10.5,75,0.0,0
4023,L51202,L,302.1,310.9,1666,30.7,203,0,0,0,0,0,0,13.04,27.7,104.32,10.69,93,0.0,0
4024,L51203,L,302.1,311.0,1364,50.0,205,0,0,0,0,0,0,13.06,67.4,104.48,10.71,67,0.0,0
4025,M18884,M,302.1,311.0,1351,60.3,207,1,0,0,0,1,0,14.36,74.2,114.88,11.78,66,6.5,260000
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,12.96,29.0,103.68,10.63,99,0.0,0
4027,M18886,M,302.1,311.0,1574,34.1,215,0,0,0,0,0,0,12.71,37.7,101.68,10.42,85,0.0,0
4028,L51207,L,302.0,311.0,1566,37.8,218,0,0,0,0,0,0,13.15,45.4,105.2,10.78,85,0.0,0
4029,L51208,L,302.0,310.9,1455,43.2,220,0,0,0,0,0,0,12.92,62.1,103.36,10.59,75,0.0,0
4030,H33443,H,302.0,310.9,1679,29.0,222,0,0,0,0,0,0,12.92,38.6,103.36,10.59,95,0.0,0
4031,L51210,L,302.0,310.8,2143,17.3,227,0,0,0,0,0,0,15.37,22.9,122.96,12.6,135,0.0,0
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0,12.78,46.4,102.24,10.48,74,0.0,0
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0,13.26,58.1,106.08,10.87,69,7.0,280000
4034,L51213,L,302.1,310.8,1772,27.1,233,0,0,0,0,0,0,13.47,17.8,107.76,11.05,103,0.0,0
4035,L51214,L,302.0,310.8,1615,29.0,235,1,1,0,0,0,0,12.36,30.6,98.88,10.14,89,2.0,80000
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0,12.0,49.8,96.0,9.84,75,0.0,0
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0,13.64,64.8,109.12,11.18,74,0.0,0
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0,13.16,42.0,105.28,10.79,89,0.0,0
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,12.5,41.9,100.0,10.25,83,0.0,0
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,13.36,45.3,106.88,10.96,85,0.0,0
4041,L51220,L,302.0,310.8,1767,27.4,11,0,0,0,0,0,0,13.47,33.4,107.76,11.05,102,0.0,0
4042,L51221,L,302.0,310.9,1539,34.2,13,0,0,0,0,0,0,12.42,45.6,99.36,10.18,82,0.0,0
4043,L51222,L,302.0,310.9,1564,39.0,15,0,0,0,0,0,0,13.29,40.3,106.32,10.9,85,0.0,0
4044,M18903,M,302.0,310.8,1445,46.3,17,0,0,0,0,0,0,13.26,59.9,106.08,10.87,74,0.0,0
4045,M18904,M,301.9,310.9,1419,47.7,20,1,0,0,0,0,0,13.22,65.0,105.76,10.84,72,4.5,180000
4046,M18905,M,301.8,310.9,1881,20.9,23,0,0,0,0,0,0,13.57,21.4,108.56,11.13,112,0.0,0
4047,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0,13.03,61.7,104.24,10.68,72,0.0,0
4048,L51227,L,301.9,311.0,1455,46.0,29,0,0,0,0,0,0,13.3,72.0,106.4,10.91,75,0.0,0
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,19.44,10.9,155.52,15.94,183,2.8,112000
4050,L51229,L,301.8,310.8,1505,41.2,33,0,0,0,0,0,0,13.08,53.3,104.64,10.73,79,0.0,0
4051,L51230,L,301.8,310.8,1456,46.6,35,0,0,0,0,0,0,13.39,55.1,107.12,10.98,75,0.0,0
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0,12.73,59.4,101.84,10.44,69,0.0,0
4053,M18912,M,301.9,310.8,1563,39.2,39,0,0,0,0,0,0,13.31,50.9,106.48,10.91,84,0.0,0
4054,M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,16.62,17.9,132.96,13.63,149,0.0,0
4055,M18914,M,301.9,310.9,1456,43.6,45,0,0,0,0,0,0,12.98,49.6,103.84,10.64,75,0.0,0
4056,L51235,L,302.0,311.0,1865,22.7,48,0,0,0,0,0,0,13.68,27.0,109.44,11.22,111,0.0,0
4057,L51236,L,301.9,310.9,1597,36.9,50,0,0,0,0,0,0,13.29,52.8,106.32,10.9,87,0.0,0
4058,L51237,L,302.0,310.9,1495,38.6,52,0,0,0,0,0,0,12.64,50.0,101.12,10.36,79,0.0,0
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0,13.48,64.4,107.84,11.05,75,0.0,0
4060,L51239,L,301.9,310.8,1465,44.3,57,0,0,0,0,0,0,13.16,54.4,105.28,10.79,76,0.0,0
4061,M18920,M,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,13.71,74.8,109.68,11.24,66,0.0,0
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0,13.9,26.0,111.2,11.4,114,0.0,0
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0,12.95,50.5,103.6,10.62,74,0.0,0
4064,L51243,L,302.0,310.8,1948,19.7,66,0,0,0,0,0,0,13.99,23.4,111.92,11.47,118,0.0,0
4065,L51244,L,301.9,310.7,1480,47.1,68,0,0,0,0,0,0,13.67,54.5,109.36,11.21,77,0.0,0
4066,M18925,M,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,12.64,43.3,101.12,10.36,80,0.0,0
4067,M18926,M,301.9,310.7,1472,47.0,73,0,0,0,0,0,0,13.59,60.3,108.72,11.14,77,0.0,0
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0,13.76,66.3,110.08,11.28,73,0.0,0
4069,L51248,L,301.9,310.7,1405,48.8,78,0,0,0,0,0,0,13.25,55.9,106.0,10.86,71,0.0,0
4070,M18929,M,301.9,310.7,1405,47.9,80,0,0,0,0,0,0,13.13,65.8,105.04,10.77,71,0.0,0
4071,L51250,L,302.0,310.7,1348,58.1,83,0,0,0,0,0,0,14.03,77.4,112.24,11.5,66,0.0,0
4072,L51251,L,301.9,310.6,1331,68.6,85,1,0,0,1,0,0,15.32,85.5,122.56,12.56,64,4.8,192000
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0,12.93,33.0,103.44,10.6,89,0.0,0
4074,M18933,M,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,13.0,57.9,104.0,10.66,71,0.0,0
4075,L51254,L,302.0,310.7,1453,42.7,92,0,0,0,0,0,0,12.83,51.2,102.64,10.52,75,0.0,0
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0,13.44,48.8,107.52,11.02,86,0.0,0
4077,M18936,M,302.0,310.6,1539,37.4,96,0,0,0,0,0,0,12.85,44.3,102.8,10.54,82,0.0,0
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,14.02,39.4,112.16,11.5,91,0.0,0
4079,H33492,H,302.1,310.7,1294,62.4,101,1,0,1,0,0,0,14.15,78.6,113.2,11.6,61,6.9,276000
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,14.57,23.5,116.56,11.95,121,0.0,0
4081,L51260,L,302.0,310.4,1357,58.0,108,1,0,1,0,0,0,14.1,77.6,112.8,11.56,67,6.6,264000
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0,13.94,71.2,111.52,11.43,65,2.3,92000
4083,L51262,L,302.0,310.4,1568,39.2,112,0,0,0,0,0,0,13.36,57.0,106.88,10.96,85,0.0,0
4084,M18943,M,302.0,310.4,1567,36.4,114,0,0,0,0,0,0,12.96,35.2,103.68,10.63,85,0.0,0
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0,13.24,50.2,105.92,10.86,89,0.0,0
4086,H33499,H,302.0,310.5,1841,23.6,119,0,0,0,0,0,0,13.6,26.1,108.8,11.15,109,0.0,0
4087,L51266,L,302.0,310.5,1567,36.1,124,0,0,0,0,0,0,12.92,48.7,103.36,10.59,85,0.0,0
4088,L51267,L,301.9,310.4,1376,54.9,126,1,0,1,0,0,0,13.84,70.6,110.72,11.35,68,5.4,216000
4089,L51268,L,301.9,310.5,1477,42.4,128,0,0,0,0,0,0,13.0,58.7,104.0,10.66,77,0.0,0
4090,M18949,M,301.9,310.5,1590,40.3,130,0,0,0,0,0,0,13.7,48.2,109.6,11.23,87,0.0,0
4091,L51270,L,302.0,310.5,2197,15.8,133,0,0,0,0,0,0,15.63,11.0,125.04,12.82,140,0.0,0
4092,M18951,M,302.0,310.4,1595,32.9,135,0,0,0,0,0,0,12.73,47.1,101.84,10.44,87,0.0,0
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0,13.45,27.7,107.6,11.03,106,0.0,0
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,12.42,40.0,99.36,10.18,85,0.0,0
4095,L51274,L,302.0,310.5,1651,30.9,146,0,0,0,0,0,0,12.94,43.4,103.52,10.61,92,0.0,0
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,12.95,49.0,103.6,10.62,75,0.0,0
4097,L51276,L,301.9,310.4,1370,51.7,153,1,0,1,0,0,0,13.34,68.8,106.72,10.94,68,6.6,264000
4098,L51277,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0,12.22,38.7,97.76,10.02,81,0.0,0
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0,12.73,34.8,101.84,10.44,92,0.0,0
4100,L51279,L,302.0,310.4,1464,47.2,159,0,0,0,0,0,0,13.55,60.0,108.4,11.11,76,0.0,0
4101,L51280,L,302.0,310.4,1895,23.2,161,0,0,0,0,0,0,14.01,19.1,112.08,11.49,113,0.0,0
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0,13.94,23.0,111.52,11.43,113,0.0,0
4103,L51282,L,302.0,310.4,1450,46.6,165,0,0,0,0,0,0,13.34,65.5,106.72,10.94,75,0.0,0
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0,12.88,58.8,103.04,10.56,74,0.0,0
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0,13.22,62.6,105.76,10.84,69,0.0,0
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,12.94,44.3,103.52,10.61,86,0.0,0
4107,L51286,L,301.9,310.5,1425,51.1,173,0,0,0,0,0,0,13.74,63.5,109.92,11.27,72,0.0,0
4108,L51287,L,302.0,310.5,1809,27.1,175,0,0,0,0,0,0,13.8,38.8,110.4,11.32,106,0.0,0
4109,L51288,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0,13.79,23.7,110.32,11.31,113,0.0,0
4110,M18969,M,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,13.72,61.6,109.76,11.25,77,0.0,0
4111,L51290,L,302.0,310.6,1361,46.7,182,0,0,0,0,0,0,12.58,64.7,100.64,10.32,67,0.0,0
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0,13.56,47.2,108.48,11.12,84,0.0,0
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0,12.59,57.1,100.72,10.32,77,0.0,0
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0,13.44,63.1,107.52,11.02,64,0.0,0
4115,L51294,L,302.0,310.6,1358,53.1,194,0,0,0,0,0,0,13.43,75.9,107.44,11.01,67,0.0,0
4116,H33529,H,302.0,310.6,1346,54.7,196,0,0,0,0,0,0,13.55,68.1,108.4,11.11,66,0.0,0
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0,14.36,73.8,114.88,11.78,69,0.0,0
4118,L51297,L,301.9,310.5,1340,55.7,204,1,0,0,0,1,0,13.63,61.8,109.04,11.18,65,5.1,204000
4119,L51298,L,302.0,310.6,1366,47.7,206,0,0,0,0,0,0,12.76,58.0,102.08,10.46,67,0.0,0
4120,L51299,L,302.1,310.7,1325,45.1,208,1,0,1,0,0,0,12.04,51.5,96.32,9.87,64,5.3,212000
4121,M18980,M,302.1,310.7,1376,46.3,210,1,0,1,0,0,0,12.65,55.3,101.2,10.37,68,7.1,284000
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,12.76,59.8,102.08,10.46,67,7.7,308000
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0,13.03,59.5,104.24,10.68,76,0.0,0
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0,12.87,49.3,102.96,10.55,80,0.0,0
4125,L51304,L,302.1,310.6,1385,53.6,5,0,0,0,0,0,0,13.74,69.9,109.92,11.27,69,0.0,0
4126,L51305,L,302.1,310.6,1439,40.0,7,0,0,0,0,0,0,12.34,44.2,98.72,10.12,74,0.0,0
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0,13.16,37.5,105.28,10.79,90,0.0,0
4128,H33541,H,302.0,310.6,1438,43.2,12,0,0,0,0,0,0,12.77,63.1,102.16,10.47,74,0.0,0
4129,L51308,L,301.9,310.4,1708,24.8,17,0,0,0,0,0,0,12.6,25.2,100.8,10.33,97,0.0,0
4130,M18989,M,301.8,310.3,1666,32.7,19,0,0,0,0,0,0,13.32,48.0,106.56,10.92,93,0.0,0
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,14.13,79.8,113.04,11.59,60,1.3,52000
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,13.61,58.4,108.88,11.16,78,0.0,0
4133,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0,13.79,72.2,110.32,11.31,71,0.0,0
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,13.44,38.6,107.52,11.02,102,0.0,0
4135,L51314,L,301.8,310.3,1688,28.8,31,0,0,0,0,0,0,12.97,33.8,103.76,10.64,95,0.0,0
4136,M18995,M,301.7,310.3,1787,26.7,33,0,0,0,0,0,0,13.55,29.5,108.4,11.11,104,0.0,0
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,13.86,60.4,110.88,11.37,78,0.0,0
4138,L51317,L,301.7,310.1,1384,50.5,38,0,0,0,0,0,0,13.3,65.8,106.4,10.91,69,0.0,0
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,13.61,78.1,108.88,11.16,62,4.1,164000
4140,H33553,H,301.7,310.2,1620,30.8,42,0,0,0,0,0,0,12.66,37.1,101.28,10.38,89,0.0,0
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0,14.31,81.9,114.48,11.73,64,6.1,244000
4142,H33555,H,301.7,310.1,1462,38.3,49,0,0,0,0,0,0,12.31,55.6,98.48,10.09,76,0.0,0
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,13.61,65.6,108.88,11.16,72,0.0,0
4144,L51323,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,12.82,50.7,102.56,10.51,79,0.0,0
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0,13.3,25.6,106.4,10.91,100,0.0,0
4146,M19005,M,301.8,310.3,1465,46.5,60,0,0,0,0,0,0,13.46,45.5,107.68,11.04,76,0.0,0
4147,L51326,L,301.8,310.3,1482,41.4,63,0,0,0,0,0,0,12.91,53.6,103.28,10.59,77,0.0,0
4148,L51327,L,301.9,310.3,1398,44.0,65,0,0,0,0,0,0,12.53,54.7,100.24,10.27,70,0.0,0
4149,L51328,L,301.9,310.3,1972,21.3,67,0,0,0,0,0,0,14.42,21.5,115.36,11.82,120,0.0,0
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0,13.44,47.6,107.52,11.02,88,0.0,0
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,13.12,42.3,104.96,10.76,89,0.0,0
4152,M19011,M,301.9,310.4,1373,48.0,73,1,0,1,0,0,0,12.86,66.4,102.88,10.55,68,6.7,268000
4153,M19012,M,302.0,310.5,1425,44.7,76,0,0,0,0,0,0,12.86,56.6,102.88,10.55,72,0.0,0
4154,M19013,M,302.0,310.4,1212,55.6,79,1,0,1,0,0,0,12.5,67.4,100.0,10.25,54,4.7,188000
4155,M19014,M,302.0,310.4,1828,26.3,82,0,0,0,0,0,0,13.85,35.9,110.8,11.36,108,0.0,0
4156,L51335,L,302.0,310.5,1370,44.4,85,1,0,1,0,0,0,12.34,54.7,98.72,10.12,68,1.8,72000
4157,M19016,M,302.0,310.5,1823,25.1,87,0,0,0,0,0,0,13.64,31.9,109.12,11.18,107,0.0,0
4158,L51337,L,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,13.63,75.6,109.04,11.18,58,1.6,64000
4159,L51338,L,301.9,310.4,1889,21.5,92,0,0,0,0,0,0,13.73,21.1,109.84,11.26,113,0.0,0
4160,M19019,M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0,13.11,40.4,104.88,10.75,91,0.0,0
4161,M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0,12.87,40.3,102.96,10.55,88,0.0,0
4162,H33575,H,301.9,310.3,1653,32.4,100,0,0,0,0,0,0,13.16,41.7,105.28,10.79,92,0.0,0
4163,L51342,L,302.0,310.4,1591,29.8,105,0,0,0,0,0,0,12.26,34.4,98.08,10.05,87,0.0,0
4164,L51343,L,302.1,310.5,1696,30.9,107,0,0,0,0,0,0,13.33,28.0,106.64,10.93,96,0.0,0
4165,L51344,L,302.2,310.6,1346,47.5,109,1,0,1,0,0,0,12.56,57.9,100.48,10.3,66,5.0,200000
4166,M19025,M,302.2,310.5,1507,40.4,111,0,0,0,0,0,0,12.99,54.2,103.92,10.65,80,0.0,0
4167,H33580,H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0,14.28,60.2,114.24,11.71,81,0.0,0
4168,M19027,M,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,12.55,40.1,100.4,10.29,84,0.0,0
4169,L51348,L,302.2,310.6,1632,30.5,122,0,0,0,0,0,0,12.72,41.6,101.76,10.43,91,0.0,0
4170,L51349,L,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,12.84,40.7,102.72,10.53,84,0.0,0
4171,M19030,M,302.2,310.6,1355,51.5,126,1,0,1,0,0,0,13.18,57.8,105.44,10.81,66,1.3,52000
4172,M19031,M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,13.53,26.5,108.24,11.09,108,0.0,0
4173,L51352,L,302.2,310.6,1386,50.0,132,0,0,0,0,0,0,13.25,61.0,106.0,10.86,69,0.0,0
4174,M19033,M,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,12.79,57.5,102.32,10.49,66,7.0,280000
